case,household_size,gas_electric_included,gas_method,duel_method,elec_method,heat_electric,heat_gas,heat_oil,heat_solid,heat_solidoil,heat_calor,heat_other,rent_net,rent_service,council_tax,water_charge,sewage_charge,housing_insurance,education_expense,telephone_exp,mobile_exp,comms_expenses,gas_expenses,elec_expenses,duel_energy,tv_a_exp,vehicle_road_tax,vehicle_insurance,internet_wk,insurance_exp,furniture,holiday_UK,cruise_UK,holiday_outside,cruise_outside,domestic_flights,int_flight,gas_meter,duel_prepayment,gas_payment,ctsproxy,council_water,housing_expenses,food_exp,tobacco_exp,alcohol_exp,transport_costs,clothing_exp,total_exp,coffee_exp,tea_exp,sausage_exp,cakes_exp,petrol_exp,tp_exp,jewelry_exp,cosmetics_exp,elec_slot_payment,c45212t,railway_exp,pet_food,pet_acc,gas_slot_payment,gas_bottle_slot,p116t,food_expenses,alcohol_expenses,gross_income,gross_normal,disposable_income,taxes,p515p
3315,2,3,NA,1,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,25.04769230769231,NA,4.744038461538461,1.7875,NA,NA,5.35,13.8,NA,NA,49.85,3.06,0.76,13.4,NA,NA,NA,NA,NA,230.62,NA,4.79,NA,NA,NA,NA,164.46,141.66,37.80760480394401,82.575,NA,NA,137.36,140.3,730.990104803944,NA,3,0.845,NA,30.005,NA,NA,NA,NA,NA,3.34,NA,NA,NA,NA,NA,82.575,NA,1926.592,1926.592,1737.982,127.68,37.80760480394401
3316,2,3,NA,1,NA,NA,1,NA,NA,NA,NA,NA,83.08,NA,30.19871794871795,3.27,NA,NA,NA,NA,17.31,NA,NA,NA,27.69,NA,4.42,14.42,6.92,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,136.91927925273305,120.565,NA,46.82,89.23,5.5,539.1081483077492,NA,NA,1,3,NA,NA,24.143869055016065,NA,NA,NA,4.15,2.25,NA,NA,NA,NA,120.565,46.82,832.97,832.97,680.42,84.93,136.91927925273305
3317,1,2,NA,NA,2,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.475,NA,NA,2.19,7.85,NA,6,NA,3.06,0.38,6.54,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,65.02643783846153,26.19,1,NA,18.24,21.2,177.06643783846152,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,15.865,3,NA,NA,NA,26.19,NA,195.32,195.32,195.32,NA,65.02643783846153
3318,2,3,2,NA,1,NA,1,NA,NA,NA,NA,NA,NA,NA,25.04769230769231,NA,4.744038461538461,4.5045,NA,NA,3.24,20.59,8.85,34.08,NA,3.06,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8.85,164.46,141.66,164.45338914412645,55.1,NA,NA,1.345,1.5,304.00388914412645,1.75,NA,NA,5.2,NA,NA,NA,2.98,NA,NA,NA,NA,NA,NA,NA,6.5,55.1,NA,652.3332307692307,652.3332307692307,652.3332307692307,NA,164.45338914412645
3319,1,3,NA,1,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,19.14432692307692,64.24,NA,2.3265,NA,NA,NA,9.23,NA,NA,31.62,3.06,4.65,3.87,NA,NA,NA,NA,NA,84.62,NA,NA,NA,NA,NA,NA,NA,NA,88.05661078717202,35.215,NA,2.25,0.5,6.88,274.750110787172,2.58,NA,NA,0.745,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,35.215,2.25,235.73815384615384,235.73815384615384,221.39815384615383,14.34,88.05661078717202
3320,5,3,NA,1,NA,NA,1,NA,NA,NA,NA,NA,NA,380.51,29.796634615384615,8.77,NA,NA,NA,NA,22.38,NA,NA,NA,57.7,NA,10.38,21.15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,478.1039077487862,114.67,NA,4.145,43.58,7.145,766.0639077487863,1.5,NA,0.725,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,57.835,114.67,4.145,2002.4,2002.4,1664.78,211.01,478.1039077487862
3321,2,3,NA,1,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,23.87923076923077,NA,4.216923076923077,3.52,NA,NA,4.38,12.69,NA,NA,34.62,3.06,3.17,7.51,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,164.46,141.66,36.75121288497131,97.77,NA,11.25,25.505,57.135,294.2112128849713,NA,0.875,NA,0.59,25.505,5.675,NA,NA,NA,NA,NA,3.9,NA,NA,NA,NA,97.77,11.25,698.7232307692307,698.7232307692307,634.5032307692308,64.22,36.75121288497131
3322,3,3,NA,1,NA,NA,1,NA,NA,NA,NA,NA,90,NA,19.48153846153846,NA,3.689807692307692,NA,NA,NA,NA,34.39,NA,NA,36.23,3.06,10.5,8.37,10.56,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,164.46,141.66,118.65211762092495,203.81,NA,NA,169.04,20.845,607.252117620925,2.995,NA,0.775,NA,28.33,3.995,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,203.81,NA,1097.4,1097.4,974,67.13,118.65211762092495
3323,4,3,NA,1,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,59.0025,12.5,NA,2.156,NA,NA,6.46,8.54,NA,NA,62.08,3.06,0.48,8.07,NA,NA,50,NA,NA,192.31,NA,NA,NA,NA,NA,NA,NA,NA,144.2210580285756,82.14,NA,17.675,97.99,166.55,1097.012750336268,NA,4.995,NA,NA,20.005,4,NA,5.875,NA,NA,NA,6.25,NA,NA,NA,NA,82.14,17.675,1586.63,1586.63,1307.04,225.7,144.2210580285756
3324,3,3,NA,1,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,35.85948717948718,13.38,NA,2.08,NA,NA,7.61,11.74,NA,NA,27.88,3.06,9.73,6.06,NA,NA,24.62,NA,NA,NA,NA,NA,22.85,NA,NA,NA,NA,NA,112.63765769626328,202.92,NA,39.26,363.4,39.81,1105.9276576962632,NA,3.1,0.995,6.645,77.89,1.445,1,17.98,NA,NA,8.35,NA,NA,NA,NA,29.45,202.92,39.26,760.292,760.482,686.072,74.41,112.63765769626328
3325,4,3,1,NA,1,NA,1,NA,NA,NA,NA,NA,NA,NA,26.9025,5.16,NA,1.903,NA,NA,32.31,NA,11.31,19.16,NA,NA,3.69,23.08,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11.31,NA,NA,103.16383755834067,78.7,NA,NA,96.96515116547427,18.925,399.88598872381493,1.815,NA,0.995,5.87,NA,1.645,NA,NA,NA,NA,NA,10.87,NA,NA,NA,NA,78.7,NA,893.91,893.91,735.29,104.72,103.16383755834067
3326,1,3,NA,1,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,12.523846153846153,NA,3.1626923076923075,2.0185,NA,4.38,11.33,NA,NA,NA,19.16,3.06,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,164.46,141.66,53.857859254003785,12.92,NA,NA,15.69,12.11,184.15935925400376,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.45,NA,NA,NA,NA,12.92,NA,483.76,483.76,397.29,45.37,53.857859254003785
3327,3,3,NA,1,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,38.55317307692307,16.68,NA,1.3915,NA,NA,NA,14.77,NA,NA,20.42,3.06,3.71,5.38,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,64.38163971069163,64.325,5.65,15.99,28.405,51.855,280.01013971069165,NA,1.995,0.685,1.595,10,NA,NA,NA,NA,NA,NA,3.905,NA,NA,NA,7.41,64.325,15.99,799.71,799.71,730.31,33.5,64.38163971069163
3328,2,3,2,NA,2,NA,1,NA,NA,NA,NA,NA,NA,NA,28.235961538461535,3.81,NA,1.958,NA,NA,16.16,NA,45.47,13.39,NA,NA,4.33,11.58,NA,NA,2.31,NA,NA,NA,NA,NA,NA,NA,NA,45.47,NA,NA,49.638,139.14,NA,3.985,152.1,16.705,520.405,NA,NA,NA,3.49,NA,3.775,2.5,5.99,NA,NA,NA,NA,NA,NA,NA,9.25,139.14,3.985,323.444,323.444,323.444,NA,49.638
3329,2,3,NA,1,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,37.86432692307692,10.39,NA,1.8425,NA,NA,NA,20.77,NA,NA,31.16,3.06,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,47.23516843021444,78.065,NA,47.95,45.015,9.195,418.2326684302144,NA,NA,NA,NA,15.01,NA,NA,NA,NA,NA,NA,5.52,NA,NA,NA,NA,78.065,47.95,523.2481538461539,523.2481538461539,505.93815384615385,17.31,47.23516843021444
3330,1,3,NA,1,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,18.479278846153843,3.92,NA,3.1735,NA,NA,4.62,7.15,NA,NA,18,3.06,6.35,20.08,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,76.52996916046304,19.785,NA,NA,50.11,0.2,205.15646916046305,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,19.785,NA,192.31,192.31,192.31,NA,76.52996916046304
3331,1,3,NA,1,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,28.572620192307692,15,NA,2.673,NA,NA,4.84,7.39,NA,NA,79.07,3.06,3.17,5.28,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,46.420911165099824,32.3,NA,NA,6.33,64.48,328.03791116509984,NA,NA,NA,2.515,NA,NA,16.25,13.995,NA,NA,NA,NA,NA,NA,NA,NA,32.3,NA,47.31,47.31,NA,630.05,46.420911165099824
3332,2,3,NA,2,NA,NA,1,NA,NA,NA,NA,NA,219.25,NA,33.40615384615385,6,NA,NA,NA,NA,7.39,NA,NA,NA,26.69,NA,3.17,12.5,11.31,NA,NA,NA,NA,57.69,NA,NA,72.87,NA,NA,NA,NA,NA,258.6916661105722,43.99,NA,2.25,130.48,3.75,559.8566661105723,NA,NA,8.195,NA,NA,NA,NA,4.135,NA,NA,NA,NA,NA,NA,NA,NA,43.99,2.25,843.69,853.31,735.63,62.54,258.6916661105722
3333,2,2,NA,NA,3,1,NA,NA,NA,NA,NA,NA,143,NA,24.189230769230768,9.92,NA,NA,NA,NA,13.32,NA,NA,NA,NA,3.06,2.96,8.84,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,177.04997135219247,35.03,NA,9.245,NA,1.925,301.8299713521925,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,35.03,9.245,885.192,885.192,735.192,100,177.04997135219247
3334,1,3,1,NA,1,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,13.85,9.23,NA,NA,NA,NA,5.31,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,13.85,NA,NA,0.96,115.445,NA,NA,NA,17.075,181.91,NA,NA,NA,0.9,NA,NA,NA,4.04,NA,NA,NA,NA,NA,NA,NA,NA,115.445,NA,181.382,181.382,181.382,NA,0.96
3335,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,86.2,20.15310096153846,10,NA,NA,NA,NA,9.23,NA,NA,NA,NA,3.06,NA,NA,4.38,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,113.55143470509957,20.94,NA,NA,NA,0.45,185.11143470509955,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,20.94,NA,343.27,277.42,255.02,9.35,113.55143470509957
3336,2,3,NA,1,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,37.37019230769231,8.08,NA,1.8535,NA,NA,22.93,18.23,NA,NA,12.46,3.06,3.65,12.11,NA,NA,NA,NA,NA,576.92,NA,NA,NA,NA,NA,NA,NA,NA,47.581887488704446,74.3,NA,NA,38.775,115.745,938.9833874887045,NA,NA,2.625,2.46,28.77,NA,NA,NA,NA,NA,NA,NA,6.525,NA,NA,NA,74.3,NA,1089.5381538461538,1089.5381538461538,929.6081538461539,103.39,47.581887488704446
3337,7,3,3,NA,1,NA,1,NA,NA,NA,NA,NA,NA,NA,26.9025,13.46,NA,6.92,NA,NA,49.85,NA,NA,11.54,NA,3.06,0.23,7.85,NA,NA,NA,NA,NA,NA,NA,NA,NA,25,NA,NA,NA,NA,61.861550611330365,278.095,NA,NA,20.52,26.74,535.5365506113304,NA,NA,NA,3.025,NA,10.49,0.8,1.5,NA,NA,NA,NA,NA,NA,NA,NA,278.095,NA,635.87,635.87,607.05,13.53,61.861550611330365
3338,1,3,NA,1,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,22.891177884615384,7.15,NA,2.3265,NA,NA,8.31,8.31,NA,NA,28.55,NA,3.46,7.11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,62.8082984,36.725,9.15,NA,33.85,3.59,219.8117984,1.995,NA,NA,1.35,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,36.725,NA,447.99,447.99,387.55,35.82,62.8082984
3339,1,3,NA,1,NA,NA,1,NA,NA,NA,NA,NA,78.5,NA,16.698461538461537,NA,4.216923076923077,0.6435,NA,NA,6.25,12.5,NA,NA,69.24,3.06,NA,NA,NA,NA,NA,NA,NA,15.38,NA,7.69,NA,NA,NA,NA,164.46,141.66,105.3419776388278,1.37,NA,NA,7.69,NA,201.1684776388278,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.37,NA,422,422,358,43,105.3419776388278
3340,4,3,NA,1,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,40.341923076923074,15.19,NA,0.165,NA,NA,39.74,NA,NA,NA,42.93,3.06,11.53,18.09,7.47,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,121.3554784956995,96.515,NA,NA,1,11.255,558.2904784956995,NA,NA,NA,1.125,NA,NA,NA,11.34,NA,NA,NA,NA,NA,NA,NA,NA,89.595,NA,1322.65,1346.69,1119.8712,139.1888,121.3554784956995
3341,3,3,NA,1,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,29.434871794871793,NA,5.798269230769231,2.6455,NA,NA,NA,15.23,NA,NA,35.31,3.06,0.58,5.96,NA,NA,NA,NA,NA,215.38,NA,NA,NA,NA,NA,NA,164.46,141.66,52.778846339761834,224.245,NA,58.775,44.22,0.7,761.7133463397618,NA,NA,1.095,1.325,NA,NA,NA,NA,NA,NA,28.6,NA,NA,NA,NA,NA,224.245,58.775,1132.002,1132.002,866.592,196.17,52.778846339761834
3342,1,3,2,NA,2,NA,1,NA,NA,NA,NA,NA,NA,NA,21.144711538461536,3.08,NA,2.541,NA,NA,9.23,26.31,11.46,12.69,NA,3.06,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11.46,NA,NA,26.638709918746326,26.12,17.31,NA,NA,29.82,156.1977099187463,NA,NA,2.125,0.75,NA,2.975,NA,NA,NA,NA,NA,16.25,6.92,NA,NA,NA,26.12,NA,383.74,383.74,332.47,32.45,26.638709918746326
3343,4,3,NA,1,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,40.57875,9.23,NA,2.6455,NA,NA,2.3,8.14,NA,NA,19.62,3.06,2.5,4.17,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,52.841301411399094,40.185,NA,NA,5.58,19.98,235.93580141139907,1.76,NA,1.17,NA,NA,NA,0.5,1.5,NA,NA,NA,NA,NA,NA,NA,NA,40.185,NA,823.84,823.84,668.8,87.19,52.841301411399094
3344,2,3,NA,1,NA,NA,1,NA,NA,NA,NA,NA,167.32,NA,30.366089743589743,8.31,NA,NA,NA,NA,5.77,NA,NA,NA,69.24,3.06,2.77,6.92,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,206.0431859332732,70.88,NA,NA,1.71,39.355,509.3031859332732,NA,NA,NA,1.82,NA,NA,NA,1,NA,NA,NA,17.55,0.5,NA,NA,NA,70.88,NA,1674.6,1674.6,1236.92,302.9,206.0431859332732
3345,2,3,NA,8,NA,1,NA,NA,NA,NA,NA,NA,125.78,NA,26.348269230769233,6.92,NA,NA,NA,NA,NA,8.08,NA,NA,NA,3.06,4.15,13.39,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,158.71934400395065,18.015,NA,NA,NA,NA,243.40434400395063,0.405,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.515,NA,366.4,366.4,361.41,NA,158.71934400395065
3346,4,3,NA,1,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,32.26307692307692,11.77,NA,4.191,NA,NA,35.77,16.16,NA,NA,37.16,3.06,9.35,23.08,NA,NA,NA,NA,NA,50,NA,NA,NA,NA,NA,NA,NA,NA,64.83942580205395,182.42,NA,62.74,372.6980256173552,16.495,1841.2414514194088,NA,NA,1,0.7,72.735,1.93,NA,2.17,NA,NA,NA,3.725,NA,NA,NA,4.495,182.42,62.74,2181.3,2215.9,1774.28,350.14,64.83942580205395
3347,1,3,NA,1,NA,NA,1,NA,NA,NA,NA,NA,45.16,NA,29.13673076923077,4.62,NA,3.48,NA,NA,NA,29.8,NA,NA,21.76,3.06,3.17,5.49,NA,6.07,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,82.4533617367561,29.425,NA,3.735,40.85,14.105,278.6783617367561,NA,NA,NA,1.995,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,29.425,3.735,583.9981538461539,583.9981538461539,558.5181538461538,25.48,82.4533617367561
3348,4,3,NA,1,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,44.30320512820513,10.39,NA,4.444,NA,NA,5.52,22.62,NA,NA,50.31,3.06,5.76,13.15,NA,6.46,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,149.4158143589578,132.36,NA,62.5,38.165,32.67,839.6468143589577,1.52,NA,2.965,1.375,NA,1.545,NA,22.745,NA,NA,6,4.38,0.5,NA,NA,NA,113.41,62.5,2074.47,2074.47,1593,305.99,149.4158143589578
3349,1,3,3,NA,3,NA,1,NA,NA,NA,NA,NA,84.01,NA,20.78480769230769,7.39,NA,NA,NA,NA,4.85,5.23,NA,NA,NA,3.06,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,30,NA,NA,NA,NA,114.07941967234068,40.105,1,NA,64.5,30.995,327.0994196723407,NA,NA,NA,NA,NA,NA,NA,0.375,NA,NA,NA,2.42,0.995,NA,NA,3,40.105,NA,267.962,267.962,267.962,NA,114.07941967234068
3350,1,3,NA,1,NA,NA,1,NA,NA,NA,NA,NA,1.94,NA,19.413461538461537,7.02,NA,NA,NA,6.8,NA,NA,NA,NA,6.67,3.06,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10.31986050410106,58.865,NA,NA,0.8,0.6,155.21986050410104,NA,NA,NA,4.77,NA,NA,NA,5,NA,NA,NA,NA,NA,NA,NA,NA,58.865,NA,212.16815384615384,212.16815384615384,212.16815384615384,NA,10.31986050410106
3351,2,3,NA,1,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,36.18,NA,6.8525,15.8675,NA,NA,3.46,10.39,NA,NA,53.08,3.06,8.23,6.44,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,164.46,141.66,91.65643851321573,73.15,NA,28.375,127.555,8.945,457.2689385132157,2.095,NA,NA,0.85,101.41,NA,NA,NA,NA,NA,NA,8.32,NA,NA,NA,14.96,73.15,28.375,495.69,495.69,473.29,9.35,91.65643851321573
3352,2,3,NA,1,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,46.47464743589743,4.52,NA,2.8545,NA,NA,14.32,20.25,NA,NA,42.7,3.06,5,2.5,NA,6.92,1.54,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,56.62664062083413,98.395,32.175,52.37,115.72,511.2,1036.9472767851544,NA,NA,NA,NA,32.62,3.25,NA,3.29,NA,NA,NA,7.95,NA,NA,NA,6.75,98.395,52.37,530.59,530.59,530.31,0.28,56.62664062083413
3353,2,3,3,NA,3,NA,1,NA,NA,NA,NA,NA,NA,NA,17.337259615384614,10,NA,NA,NA,NA,4.62,5.08,NA,NA,NA,3.06,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,55,NA,NA,NA,NA,10,24.405,NA,NA,8,12.97653846153846,149.21153846153845,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.745,1.27,NA,NA,NA,24.405,NA,224.872,224.872,224.872,NA,10
3354,2,2,NA,NA,1,NA,NA,1,NA,NA,NA,NA,NA,NA,47.79112179487179,7.15,NA,13.0735,NA,NA,17.77,11.54,NA,39.72,NA,3.06,19.62,18.55,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,80.50313275122096,141.825,NA,14.65,140.6,54.575,667.784632751221,1.5,2,NA,3.565,NA,1.145,NA,1.825,NA,NA,NA,19.815,NA,NA,NA,1.95,141.825,14.65,569.1032307692308,569.1032307692308,553.7232307692307,15.38,80.50313275122096
3355,1,3,NA,1,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,36.9909375,11,NA,NA,NA,NA,4.54,6.29,NA,NA,44.31,NA,0.58,4.33,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,48.94951281586484,9.55,NA,3.29,NA,1.425,118.51451281586483,NA,1.625,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.5,9.55,3.29,434.132,434.132,388.872,45.26,48.94951281586484
3356,1,2,NA,NA,2,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.6125,NA,3.35,NA,NA,NA,8.46,NA,3.06,4.98,7.69,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7.897115384615384,7.03,NA,NA,NA,1.475,120.00961538461539,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7.03,NA,268.30815384615386,268.30815384615386,268.30815384615386,NA,7.897115384615384
3357,1,3,1,NA,1,NA,1,NA,NA,NA,NA,NA,NA,NA,20.776298076923077,3.09,NA,NA,NA,4.85,NA,NA,5,7.34,NA,3.06,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,NA,NA,3.09,76.375,NA,NA,NA,11.31,213.45,NA,1.745,1.67,2.965,NA,0.95,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,76.375,NA,339.9612307692308,339.9612307692308,339.9612307692308,NA,3.09
3358,2,2,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,31.67073717948718,3.52,NA,1.551,NA,NA,4.62,7.62,NA,45.47,NA,3.06,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,174.41372503833793,57.93,NA,NA,8.5,45.43,350.6627250383379,2.5,NA,NA,1.225,NA,NA,NA,NA,NA,NA,NA,26.765,0.995,NA,NA,NA,57.93,NA,NA,NA,NA,NA,174.41372503833793
3359,4,3,NA,1,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,23.87923076923077,NA,4.216923076923077,2.9205,NA,NA,7.39,8.31,NA,NA,48.7,NA,3.17,6.92,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,164.46,141.66,86.01072199732032,138.13,NA,48.48,30.4,22.15,469.77522199732033,NA,0.55,3.65,0.345,NA,2.445,NA,2.49,NA,NA,NA,4.975,NA,NA,NA,NA,138.13,48.48,1357.43,1357.43,1088.33,158.55,86.01072199732032
3360,1,3,NA,1,NA,NA,1,NA,NA,NA,NA,NA,0.24,NA,20.776298076923077,3.58,NA,NA,NA,NA,4.62,6.9,NA,NA,15.23,3.06,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.82,35.71,67.45,NA,10.5,27.425,183.085,NA,1,NA,2.5,NA,NA,NA,1.75,NA,NA,NA,5.25,NA,NA,NA,NA,35.71,NA,194.39815384615383,194.39815384615383,194.39815384615383,NA,3.82
3361,2,3,NA,1,NA,NA,1,NA,NA,NA,NA,NA,150.01,NA,31.38625,6.27,NA,NA,NA,6.62,NA,NA,NA,NA,42.93,3.06,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,243.00449325578515,55.175,NA,NA,NA,6.715,456.1294932557852,7.195,NA,1.095,1.05,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,55.175,NA,607.9763076923077,607.9763076923077,597.1063076923077,10.87,243.00449325578515
3362,2,3,NA,1,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,15.670745192307692,NA,3.689807692307692,NA,NA,NA,13.85,NA,NA,NA,20.77,3.06,NA,4.04,5.77,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,164.46,141.66,NA,39.62,NA,NA,NA,1.395,92.675587458154,5.5,NA,NA,8.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,39.62,NA,603.38,603.38,603.38,NA,NA
3363,4,3,NA,1,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,64.02788461538462,10,NA,3.069,NA,NA,NA,20.54,NA,NA,63.93,3.06,14.38,28.5,NA,31.21,NA,NA,NA,423.08,NA,NA,NA,NA,NA,NA,NA,NA,154.78463709726861,159.28,NA,21.805,187.85,125.7,1609.3906370972686,NA,0.6,NA,1.05,NA,NA,6.475,NA,NA,NA,NA,22.985,3.12,NA,NA,NA,159.28,21.805,1592.18,1592.18,1279.92,228.34,154.78463709726861
3364,1,3,1,NA,1,NA,1,NA,NA,NA,NA,NA,106.87,NA,28.31495192307692,8.11,NA,2.2385,NA,1.662,1.108,7.56,3.46,7.85,NA,3.06,8.64,240.94,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.46,NA,NA,150.8051135367016,0.925,NA,NA,244.45,NA,664.7316135367016,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.925,NA,259.6681538461538,259.6681538461538,244.66815384615384,15,150.8051135367016
3365,3,2,NA,NA,1,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,11.1705,NA,NA,9.23,15,NA,18.06,NA,3.06,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,24.8940479,127.965,45.1,34.935,18.265,10.37,354.2885479,NA,NA,NA,0.645,18.265,3.75,NA,NA,NA,NA,NA,6.495,NA,NA,NA,NA,127.965,34.935,565.656,565.656,565.656,NA,24.8940479
3366,2,3,NA,3,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,23.375384615384615,9.44,NA,NA,NA,NA,NA,27.44,NA,NA,NA,3.06,NA,4.21,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11.54,NA,NA,NA,9.44,90.35,NA,NA,37.335,25.15,240.955,NA,NA,NA,0.845,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,90.35,NA,641.774,641.774,641.774,NA,9.44
3367,2,3,NA,1,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,33.799743589743585,8.86,NA,5.731,NA,NA,5.31,11.77,NA,NA,58.62,3.06,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,49.88700037804325,81.585,15.05,2.25,18.5,135.0041183937226,498.6801187717658,1.8,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.715,81.585,2.25,799.3581538461539,799.3581538461539,684.6481538461538,69.01,49.88700037804325
